product_id,sap_product_code,web_product_code,name
1033,NULL,ZMM0691,Bamboo Cat Tower Cat Bed
1034,NULL,ZMM0692,Bamboo Cat Pod & Bed
126,NULL,147289,Eukanuba Adult Small and Medium Breed Dog Food - Lamb & Rice 1 KG
1064,NULL,ZNT0007,Pawsecco Wine Gift Set For Dogs & Cats
1065,NULL,ZNT0006,Pawsecco Rose Wine For Dogs & Cats
1070,NULL,ZMM0725,Crinkle Catnip Snowman For Cats
1071,NULL,ZMM0726,Crinkle Catnip Gingerbread For Cats
1072,NULL,ZMM0731,Grumpy Cat Christmas LED Lights Cat Wand
1073,NULL,ZMM0732,Grumpy Reindeer Ball Cat Toy
1118,NULL,ZHG0033,3-in-1 Catit Circuit Ball with Scratcher Cat Toy
1119,NULL,ZHG0034,3-in-1 Circuit Ball with Catnip Massager Cat Toy
1120,NULL,ZHG0035,3-in-1 Catit Circuit Ball with Cat Grass Cat Toy
1123,NULL,ZRC0134,(Short Expiry) Royal Canin Anallergenic Adult Dog Food 3 KG
1142,NULL,ZVVE001,Valley View Catnip 
1176,NULL,ZMM0749,Vigo Cat Scratcher
1177,NULL,ZMM0750,Toronto Cat Scratcher
1183,NULL,ZRC0154,(Short Expiry) Royal Canin Skin Care Small Adult Dog Food 2 KG
1189,NULL,ZMRS0033,Whiskas Trio Crunchy Cat Treats Seafood
1189,NULL,ZMRS0031,Whiskas Trio Crunchy Cat Treats Poultry
1190,NULL,ZMRS0027,Whiskas DentaBites Cat Treats Chicken
1190,NULL,ZMRS0029,Whiskas DentaBites Cat Treats Salmon
1195,NULL,ZMX0009,Maxhealth Puppy Junior Dog Food 15 KG
1195,NULL,ZMX0001,Maxhealth Puppy Junior Dog Food 6 KG
1209,NULL,ZLAK006,Ultra Dog Weight Control Dog Food 3 KG
1209,NULL,ZLAK007,Ultra Dog Weight Control Dog Food 12 KG
1216,NULL,ZLAK002,SuperWoof Adult Large Breed Dog Food - Chicken & Rice
1217,NULL,ZLAK005,SuperWoof Adult Small & Medium Breed Dog Food  - Beef & Rice
1218,NULL,ZLAK001,SuperWoof Adult Large Breed Dog Food - Beef & Rice
1220,NULL,ZLAK003,SuperWoof Adult Small & Medium Breed Dog Food - Turkey & Rice 3 KG
1220,NULL,ZLAK004,SuperWoof Adult Small & Medium Breed Dog Food - Turkey & Rice 12 KG
1224,NULL,ZPAC018,Paw Breakers Catnip Cat Treat and Toy Original
1224,NULL,ZPAC019,Paw Breakers Catnip Cat Treat and Toy Royal
1226,NULL,ZMON010,Field & Forest Small Breed Puppy Food - Turkey & Duck 2 KG
1227,NULL,ZMON013,Field & Forest Large Breed Puppy Food - Turkey & Duck 12 KG
1226,NULL,ZMON011,Field & Forest Small Breed Puppy Food - Turkey & Duck 7 KG
1227,NULL,ZMON012,Field & Forest Large Breed Puppy Food - Turkey & Duck 7 KG
1228,NULL,ZMON001,Field & Forest Adult All Breed Dog Food - Game & Lamb 2 KG
1229,NULL,ZMON004,Field & Forest Adult All Breed Dog Food - Salmon & Tuna 2 KG
1228,NULL,ZMON003,Field & Forest Adult All Breed Dog Food - Game & Lamb 12 KG
1228,NULL,ZMON002,Field & Forest Adult All Breed Dog Food - Game & Lamb 7 KG
1229,NULL,ZMON006,Field & Forest Adult All Breed Dog Food - Salmon & Tuna 12 KG
1229,NULL,ZMON005,Field & Forest Adult All Breed Dog Food - Salmon & Tuna 7 KG
1230,NULL,ZMON007,Field & Forest Adult All Breed Dog Food - Turkey & Duck 2 KG
1230,NULL,ZMON009,Field & Forest Adult All Breed Dog Food - Turkey & Duck 12 KG
1230,NULL,ZMON008,Field & Forest Adult All Breed Dog Food - Turkey & Duck 7 KG
1247,NULL,ZACA046,Acana Singles Yorkshire Pork Dog Food 11.4 KG
1248,NULL,ZLAK015,Ultra Dog Joint Health Adult Dog Food 3 KG
1249,NULL,ZLAK013,Ultra Dog Hypo-Allergenic Dog Food 3 KG
1248,NULL,ZLAK016,Ultra Dog Joint Health Adult Dog Food 12 KG
1249,NULL,ZLAK014,Ultra Dog Hypo-Allergenic Dog Food 12 KG
1250,NULL,ZLAK019,Ultra Dog Premium Adult Large Breed Dog Food
1251,NULL,ZLAK020,Ultra Dog Premium Large Breed Puppy Food 8 KG
1251,NULL,ZLAK021,Ultra Dog Premium Large Breed Puppy Food 20 KG
1252,NULL,ZLAK026,Ultra Dog Premium Small & Medium Breed Puppy Food 3 KG
1252,NULL,ZLAK027,Ultra Dog Premium Small & Medium Breed Puppy Food 8 KG
1253,NULL,ZLAK024,Ultra Dog Premium Adult Small & Medium Breed Dog Food 3 KG
1253,NULL,ZLAK025,Ultra Dog Premium Adult Small & Medium Breed Dog Food 8 KG
1258,NULL,ZNA0004,Nandi Freeze Dried Fish Cat Treats
1267,NULL,ZACA051,Acana Free-Run Duck Dog Food 6 KG
1267,NULL,ZACA050,Acana Free-Run Duck Dog Food 11.4 KG
1269,NULL,ZACA044,Acana Grass-Fed Lamb Dog Food 2 KG
1269,NULL,ZACA043,Acana Grass-Fed Lamb Dog Food 6 KG
1269,NULL,ZACA042,Acana Grass-Fed Lamb Dog Food 11.4 KG
1269,NULL,ZACA041,Acana Grass-Fed Lamb Dog Food 17 KG
1270,NULL,ZACA003,Acana Prairie Poultry Dog Food 6 KG
1270,NULL,ZACA002,Acana Prairie Poultry Dog Food 11.4 KG
1270,NULL,ZACA001,Acana Prairie Poultry Dog Food 17 KG
1271,NULL,ZACA008,Acana Wild Coast Dog Food 6 KG
1271,NULL,ZACA007,Acana Wild Coast Dog Food 11.4 KG
1271,NULL,ZACA006,Acana Wild Coast Dog Food 17 KG
1272,NULL,ZACA012,Acana Heritage Adult Dog Food  11.4 KG
1272,NULL,ZACA011,Acana Heritage Adult Dog Food  17 KG
1273,NULL,ZACA017,Acana Heritage Adult Small Breed Dog Food 2 KG
1273,NULL,ZACA016,Acana Heritage Adult Small Breed Dog Food 6 KG
1274,NULL,ZACA020,Acana Heritage Adult Large Breed Dog Food 11.4 KG
1274,NULL,ZACA019,Acana Heritage Adult Large Breed Dog Food 17 KG
1275,NULL,ZACA021,Acana Heritage Senior Dog Food 11.4 KG
1276,NULL,ZACA032,Acana Heritage Large Breed Puppy Food 11.4 KG
1276,NULL,ZACA031,Acana Heritage Large Breed Puppy Food 17 KG
1277,NULL,ZACA026,Acana Adult Light And Fit Dog Food 6 KG
1277,NULL,ZACA025,Acana Adult Light And Fit Dog Food 11.4 KG
1278,NULL,ZACA069,Acana Regionals Pacifica Dog Food  6 KG
1278,NULL,ZACA068,Acana Regionals Pacifica Dog Food  11.4 KG
1279,NULL,ZACA064,Acana Wild Prairie Dog Food 11.4 KG
1298,NULL,ZNT0008,Pawsecco Freeze-Pops For Dogs & Cats 
1299,NULL,ZMON031,Karoo Senior or Overweight All Breed Dog Food 8 KG
1299,NULL,ZMON032,Karoo Senior or Overweight All Breed Dog Food 20 KG
1299,NULL,ZMON030,Karoo Senior or Overweight All Breed Dog Food 1.75 KG
1300,NULL,ZMM0771,Winter Warmer Cat Toy - 3 Piece
1301,NULL,ZMM0773,Grumpy Cat Plush Reindeer Mouse Cat Toy
1304,NULL,ZCB0011,ZaKatz Cat Tunnel Cat Toy
1305,NULL,ZCB0012,ZaKatz 3-Way Cat Tunnel Cat Toy
1311,NULL,ZORI032,Orijen Original Freeze-Dried Cat Treats
1312,NULL,ZORI034,Orijen Six Fish Freeze-Dried Cat Treats
1313,NULL,ZORI033,Orijen Freeze-Dried Cat Treats - Wild Boar
1314,NULL,ZORI036,Orijen Freeze-Dried Dog Food - Original 170 G
1314,NULL,ZORI035,Orijen Freeze-Dried Dog Food - Original 454 G
1315,NULL,ZACA035,Acana Heritage Puppy & Junior Food 6 KG
1315,NULL,ZACA034,Acana Heritage Puppy & Junior Food 11.4 KG
1316,NULL,ZACA039,Acana Heritage Small Breed Puppy Food 2 KG
1316,NULL,ZACA038,Acana Heritage Small Breed Puppy Food 6 KG
1316,NULL,ZACA040,Acana Heritage Small Breed Puppy Food 340 G
1320,NULL,ZACA029,Acana Heritage Sport And Agility Dog Food 17 KG
1321,NULL,ZACA056,Acana Singles Dog Food - Pacific Pilchard 2 KG
1321,NULL,ZACA055,Acana Singles Dog Food - Pacific Pilchard 6 KG
1321,NULL,ZACA057,Acana Singles Dog Food - Pacific Pilchard 340 G
1321,NULL,ZACA054,Acana Singles Dog Food - Pacific Pilchard 11.4 KG
1327,NULL,ZMON024,Karoo Adult All Breed Dog Food 8 KG
1327,NULL,ZMON025,Karoo Adult All Breed Dog Food 20 KG
1327,NULL,ZMON023,Karoo Adult All Breed Dog Food 1.75 KG
1328,NULL,ZMON027,Karoo Small and Medium Breed Puppy Food 8 KG
1328,NULL,ZMON026,Karoo Small and Medium Breed Puppy Food 1.75 KG
1329,NULL,ZMON028,Karoo Large and Giant Breed Puppy Food 8 KG
1329,NULL,ZMON029,Karoo Large and Giant Breed Puppy Food 20 KG
126,NULL,147912,Eukanuba Adult Small and Medium Breed Dog Food - Lamb & Rice 12 KG
126,NULL,147903,Eukanuba Adult Small and Medium Breed Dog Food - Lamb & Rice 3 KG
126,NULL,147289,Eukanuba Adult Small and Medium Breed Dog Food - Lamb & Rice 1 KG
126,NULL,147912,Eukanuba Adult Small and Medium Breed Dog Food - Lamb & Rice 12 KG
126,NULL,147903,Eukanuba Adult Small and Medium Breed Dog Food - Lamb & Rice 3 KG
126,NULL,147289,Eukanuba Adult Small and Medium Breed Dog Food - Lamb & Rice 1 KG
126,NULL,147912,Eukanuba Adult Small and Medium Breed Dog Food - Lamb & Rice 12 KG
126,NULL,147903,Eukanuba Adult Small and Medium Breed Dog Food - Lamb & Rice 3 KG
